"","X","DBN","School.Name.x","Year.x","Percent_Attendance","Demographic.Category","Demographic.Variable","Percent_Chronically_Absent","School.Name.y","Year.y","Total.Enrollment","Grade.3","X..Female","X..Male","X..Black","X..White","X..Students.with.Disabilities","X..Poverty","Economic.Need.Index","Gen.Ed","ICT","SC.12.1","SC.12.1.1","SC.15.1","SC.6.1.1","SC.8.1.1","borough"
"4518",4518,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","96.0","Gender","Female","10.1","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4519",4519,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","s","ELL Status","ELL","s","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4520",4520,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","96.1","Poverty","Not Poverty","8.8","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4521",4521,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","92.6","ELL Status","ELL","27.5","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4522",4522,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","94.0","Gender","Female","20.2","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4523",4523,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","94.8","Ethnicity","White","14.3","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4524",4524,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","94.0","All Students","All Students","20.2","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4525",4525,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","96.3","Poverty","Not Poverty","11.4","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4526",4526,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","91.8","SWD Status","SWD","29.6","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4527",4527,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","93.8","Ethnicity","Hispanic","20.9","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4528",4528,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","94.5","ELL Status","Not ELL","17.3","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4529",4529,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","94.4","SWD Status","Not SWD","18.1","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4530",4530,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","94.0","Gender","Male","20.2","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4531",4531,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","s","Ethnicity","Other","s","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4532",4532,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","93.8","Poverty","Poverty","20.6","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4533",4533,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","95.6","Ethnicity","Asian","13.0","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4534",4534,"24Q061","I.S. 061 Leonardo Da Vinci","2017-18","s","Ethnicity","Black","s","I.S. 061 Leonardo Da Vinci","2017-18",2238,0,0.46,0.54,0.027,0.018,0.208,0.964,0.867,29.9,29,NA,10.2,NA,NA,NA,"Queens"
"4535",4535,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","93.9","Ethnicity","Hispanic","17.8","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4536",4536,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","92.4","ELL Status","ELL","23.7","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4537",4537,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","95.4","SWD Status","Not SWD","13.1","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4538",4538,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","94.7","Gender","Female","16.1","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4539",4539,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","94.7","Poverty","Poverty","16.0","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4540",4540,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","94.9","All Students","All Students","15.1","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4541",4541,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","s","Ethnicity","Other","s","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4542",4542,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","92.5","SWD Status","SWD","25.0","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4543",4543,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","95.2","ELL Status","Not ELL","13.9","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4544",4544,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","95.4","Poverty","Not Poverty","12.7","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4545",4545,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","93.0","Ethnicity","White","24.5","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4546",4546,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","97.4","Ethnicity","Asian","5.7","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4547",4547,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","s","Ethnicity","Black","s","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4548",4548,"24Q073","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18","95.0","Gender","Male","14.3","I.S. 73 - The Frank Sansivieri Intermediate School","2017-18",1971,0,0.454,0.546,0.011,0.114,0.194,0.714,0.724,25.1,25.8,NA,11.6,NA,NA,NA,"Queens"
"4549",4549,"24Q077","I.S. 077","2017-18","93.7","Poverty","Not Poverty","28.0","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4550",4550,"24Q077","I.S. 077","2017-18","96.9","Ethnicity","Asian","8.6","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4551",4551,"24Q077","I.S. 077","2017-18","91.7","Gender","Male","27.7","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4552",4552,"24Q077","I.S. 077","2017-18","92.1","ELL Status","Not ELL","26.8","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4553",4553,"24Q077","I.S. 077","2017-18","92.9","Ethnicity","White","29.4","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4554",4554,"24Q077","I.S. 077","2017-18","92.2","All Students","All Students","28.0","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4555",4555,"24Q077","I.S. 077","2017-18","92.4","ELL Status","ELL","31.8","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4556",4556,"24Q077","I.S. 077","2017-18","92.8","Gender","Female","28.4","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4557",4557,"24Q077","I.S. 077","2017-18","s","Ethnicity","Other","s","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4558",4558,"24Q077","I.S. 077","2017-18","92.1","Poverty","Poverty","28.0","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4559",4559,"24Q077","I.S. 077","2017-18","93.0","SWD Status","Not SWD","24.0","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4560",4560,"24Q077","I.S. 077","2017-18","90.1","SWD Status","SWD","38.9","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4561",4561,"24Q077","I.S. 077","2017-18","s","Ethnicity","Black","s","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4562",4562,"24Q077","I.S. 077","2017-18","91.6","Ethnicity","Hispanic","29.9","I.S. 077","2017-18",1012,0,0.474,0.526,0.022,0.1,0.285,0.926,0.812,25.1,25,NA,11.5,NA,NA,NA,"Queens"
"4563",4563,"24Q087","P.S./I.S. 087 Middle Village","2017-18","s","Ethnicity","Other","s","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4564",4564,"24Q087","P.S./I.S. 087 Middle Village","2017-18","88.8","All Students","All Students","50.0","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4565",4565,"24Q087","P.S./I.S. 087 Middle Village","2017-18","88.1","Gender","Female","48.6","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4566",4566,"24Q087","P.S./I.S. 087 Middle Village","2017-18","88.3","Poverty","Poverty","54.0","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4567",4567,"24Q087","P.S./I.S. 087 Middle Village","2017-18","89.1","ELL Status","Not ELL","50.7","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4568",4568,"24Q087","P.S./I.S. 087 Middle Village","2017-18","89.4","Gender","Male","51.2","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4569",4569,"24Q087","P.S./I.S. 087 Middle Village","2017-18","86.2","ELL Status","ELL","42.9","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4570",4570,"24Q087","P.S./I.S. 087 Middle Village","2017-18","89.4","SWD Status","Not SWD","48.3","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4571",4571,"24Q087","P.S./I.S. 087 Middle Village","2017-18","87.0","SWD Status","SWD","55.6","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4572",4572,"24Q087","P.S./I.S. 087 Middle Village","2017-18","89.7","Ethnicity","White","44.4","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4573",4573,"24Q087","P.S./I.S. 087 Middle Village","2017-18","88.0","Ethnicity","Hispanic","56.8","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4574",4574,"24Q087","P.S./I.S. 087 Middle Village","2017-18","s","Ethnicity","Asian","s","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4575",4575,"24Q087","P.S./I.S. 087 Middle Village","2017-18","89.8","Poverty","Not Poverty","42.3","P.S./I.S. 087 Middle Village","2017-18",606,60,0.474,0.526,0.021,0.408,0.233,0.647,0.578,NA,18.5,NA,8.2,NA,NA,NA,"Queens"
"4576",4576,"24Q093","I.S. 093 Ridgewood","2017-18","93.9","Ethnicity","White","22.7","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4577",4577,"24Q093","I.S. 093 Ridgewood","2017-18","97.3","Ethnicity","Asian","7.1","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4578",4578,"24Q093","I.S. 093 Ridgewood","2017-18","94.4","Gender","Female","19.6","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4579",4579,"24Q093","I.S. 093 Ridgewood","2017-18","93.7","Ethnicity","Hispanic","20.1","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4580",4580,"24Q093","I.S. 093 Ridgewood","2017-18","s","Ethnicity","Other","s","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4581",4581,"24Q093","I.S. 093 Ridgewood","2017-18","93.8","Gender","Male","20.0","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4582",4582,"24Q093","I.S. 093 Ridgewood","2017-18","94.2","ELL Status","Not ELL","19.3","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4583",4583,"24Q093","I.S. 093 Ridgewood","2017-18","94.6","SWD Status","Not SWD","18.2","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4584",4584,"24Q093","I.S. 093 Ridgewood","2017-18","94.0","Poverty","Poverty","s","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4585",4585,"24Q093","I.S. 093 Ridgewood","2017-18","92.1","SWD Status","SWD","25.6","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4586",4586,"24Q093","I.S. 093 Ridgewood","2017-18","94.1","All Students","All Students","19.8","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4587",4587,"24Q093","I.S. 093 Ridgewood","2017-18","s","Ethnicity","Black","s","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4588",4588,"24Q093","I.S. 093 Ridgewood","2017-18","s","Poverty","Not Poverty","s","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4589",4589,"24Q093","I.S. 093 Ridgewood","2017-18","93.7","ELL Status","ELL","22.2","I.S. 093 Ridgewood","2017-18",1099,0,0.477,0.523,0.019,0.172,0.218,0.948,0.767,23.4,24.6,NA,10.3,NA,NA,NA,"Queens"
"4590",4590,"24Q102","P.S. 102 Bayview","2017-18","96.8","Gender","Female","10.5","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4591",4591,"24Q102","P.S. 102 Bayview","2017-18","s","ELL Status","Not ELL","s","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4592",4592,"24Q102","P.S. 102 Bayview","2017-18","96.5","All Students","All Students","10.9","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4593",4593,"24Q102","P.S. 102 Bayview","2017-18","96.1","Gender","Male","11.3","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4594",4594,"24Q102","P.S. 102 Bayview","2017-18","97.7","Ethnicity","Asian","4.3","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4595",4595,"24Q102","P.S. 102 Bayview","2017-18","96.0","Poverty","Poverty","13.0","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4596",4596,"24Q102","P.S. 102 Bayview","2017-18","96.1","SWD Status","SWD","4.8","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4597",4597,"24Q102","P.S. 102 Bayview","2017-18","96.5","SWD Status","Not SWD","11.9","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4598",4598,"24Q102","P.S. 102 Bayview","2017-18","s","ELL Status","ELL","s","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4599",4599,"24Q102","P.S. 102 Bayview","2017-18","94.0","Ethnicity","Hispanic","24.4","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4600",4600,"24Q102","P.S. 102 Bayview","2017-18","98.9","Poverty","Not Poverty","0.0","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4601",4601,"24Q102","P.S. 102 Bayview","2017-18","s","Ethnicity","Other","s","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4602",4602,"24Q102","P.S. 102 Bayview","2017-18","97.1","Ethnicity","White","0.0","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4603",4603,"24Q102","P.S. 102 Bayview","2017-18","s","Ethnicity","Black","s","P.S. 102 Bayview","2017-18",1326,145,0.483,0.517,0.029,0.033,0.135,0.86,0.682,28,27.5,NA,9.3,NA,3,NA,"Queens"
"4604",4604,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","s","Ethnicity","Other","s","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4605",4605,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","93.4","SWD Status","SWD","21.1","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4606",4606,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","96.7","Poverty","Not Poverty","2.4","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4607",4607,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","95.8","SWD Status","Not SWD","10.4","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4608",4608,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","95.4","All Students","All Students","11.9","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4609",4609,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","s","Ethnicity","Asian","s","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4610",4610,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","95.6","ELL Status","Not ELL","11.0","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4611",4611,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","94.9","Poverty","Poverty","16.1","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4612",4612,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","95.7","Ethnicity","White","9.9","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4613",4613,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","95.5","Gender","Male","10.4","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4614",4614,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","95.4","Gender","Female","13.4","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4615",4615,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","92.3","ELL Status","ELL","28.6","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4616",4616,"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2017-18","95.0","Ethnicity","Hispanic","14.3","P.S./I.S. 113 Anthony J. Pranzo","2017-18",896,91,0.498,0.502,0.01,0.508,0.154,0.566,0.338,33,32,NA,11.3,NA,NA,NA,"Queens"
"4617",4617,"24Q119","I.S. 119 The Glendale","2017-18","95.2","ELL Status","Not ELL","9.2","I.S. 119 The Glendale","2017-18",1277,112,0.511,0.489,0.018,0.394,0.087,0.742,0.472,28.2,28,11,2,NA,NA,NA,"Queens"
"4618",4618,"24Q119","I.S. 119 The Glendale","2017-18","95.7","Poverty","Not Poverty","11.1","I.S. 119 The Glendale","2017-18",1277,112,0.511,0.489,0.018,0.394,0.087,0.742,0.472,28.2,28,11,2,NA,NA,NA,"Queens"
"4619",4619,"24Q119","I.S. 119 The Glendale","2017-18","95.0","Poverty","Poverty","9.4","I.S. 119 The Glendale","2017-18",1277,112,0.511,0.489,0.018,0.394,0.087,0.742,0.472,28.2,28,11,2,NA,NA,NA,"Queens"
